,N53,N87,N108,T53,T87,T108
ENSG00000070961,3506.573281545802,5982.581465287835,2811.1217709117095,5054.870107991443,1020.6295096156765,4115.975527368174
ENSG00000071051,4804.075748291469,2205.163104547006,2423.3406815523063,3797.0374773533613,1900.4825351464322,6923.513289848092
ENSG00000071054,5961.878104365061,8037.529099497851,15408.76689010097,11547.70184824204,7237.475465121433,10153.127750679061
ENSG00000071073,2321.6349327517346,4441.704551786627,1533.6567407998018,4474.568153905362,2221.9221738070014,2124.937860663909
ENSG00000071082,67335.4533439397,37828.92880104222,37690.458673292625,44080.43238533942,32757.905754982847,75132.5631802687
ENSG00000071127,17672.566518401083,11568.594088886019,12788.624394429326,22579.579737296455,18829.63683793642,13634.532793629793
ENSG00000071189,2692.4934999315574,5061.259913887633,6558.507793610086,4091.7940254605764,2531.6304387938276,2947.259704003024
ENSG00000071205,1284.4369887691416,1554.2293997533848,3660.047939509322,903.7153888148296,433.27873435025657,1571.8718421349463
ENSG00000071242,2995.00956692648,3991.7257650882675,4987.586803982955,2020.3105068182035,1319.3884925070088,1212.3789300911205
ENSG00000071243,786.9437888937698,1374.6384596616062,1393.9158076973142,473.8620894918076,633.4941783821441,1731.9699001301722
ENSG00000071246,713.5761048717453,791.1348104414781,1589.5531140407968,1380.6478590160873,531.8222732097012,429.3538828053788
ENSG00000071282,3007.0700081355803,5120.67847770982,7526.213755344813,4702.799786641158,2786.5922933031843,4722.892710859167
ENSG00000071462,5053.324866612867,1942.1191253791221,3372.4145188733683,8303.332898589708,4278.823024603346,11483.397068930302
ENSG00000071537,8516.681567159394,14330.555870148799,14931.318702000803,13840.252777964826,15957.014471025785,4896.089700872184
ENSG00000071539,474.3773542245969,233.00088510048593,136.24740977492544,847.4250758082434,1827.748018369223,618.5606786179187
ENSG00000071553,16951.955156157364,6593.457711324926,5568.676184134132,36849.68581458431,15423.628014659584,25489.066269730847
ENSG00000071564,3133.7046408311294,1571.5876318812145,1837.5932702977123,3193.1959378281636,5271.297237402038,2466.9655300173463
ENSG00000071575,2564.853830468583,3794.1089685560505,3799.7888726118094,1800.2665559742754,4856.006609351522,8528.86018047295
ENSG00000071626,4842.2671454536185,2274.5960330583257,4341.284988383949,4987.321732383539,4666.740447415128,3935.5013529008284
ENSG00000071655,3144.7600452728043,735.7219924949442,2662.0647756023895,3100.0610563081755,1453.908243965933,762.6489308136221
ENSG00000071794,2343.7457416350844,4009.7516215287064,5087.734472706404,4148.0843384671625,7104.519896819008,3314.029800501178
ENSG00000071859,2634.201367420908,544.7814390888153,3826.572551456453,4921.820277248602,2720.896600730221,1908.0777639249209
ENSG00000071889,2295.503976798685,632.2402240405736,2060.0142554858385,2450.1638061412255,1331.119866180752,1264.7746581622855
ENSG00000071894,6631.232591470107,989.4192312863042,2599.18135570627,9979.760765949495,3146.354419297982,2100.195433519192
ENSG00000071909,10.050367674249934,47.401326195227796,4.6580311034162545,77.78297797273731,491.9356027189736,42.20766983510504
ENSG00000071967,23263.586055586322,70150.6246473741,55102.17893786258,10835.373523649605,37918.92807985169,46141.715751115
ENSG00000071994,3317.626369269903,3500.3542710081597,3064.9844660478952,2128.7972918854425,3212.832203449195,5002.33659390538
ENSG00000072042,3786.978539657375,3444.273828749017,3051.010372737647,3924.9700069137843,4723.833132627346,7828.795035966552
ENSG00000072062,5673.432552114088,5279.573064110725,17761.072597326176,5162.333432822198,5174.317881699093,8920.37270411582
ENSG00000072071,3137.7247879008296,1573.5905048190411,8313.42101182216,3439.8498548206594,2346.2747347486816,3865.640382139275
ENSG00000072110,22217.342780696905,13337.79851729945,18123.23451561679,23521.163154861173,13152.43407142286,10899.76687569316
ENSG00000072121,2534.7027274458333,2367.395812510955,4065.296645506536,3276.096216983318,2899.213480571121,1187.6365029464039
ENSG00000072133,351.7628685987477,745.0687328714679,126.93134756809293,42.9853299323022,840.7484466182776,640.3922319809041
ENSG00000072134,1990.977836268912,1243.1164700776642,2196.261665260764,2975.1989074572025,5021.810023940428,739.361940559771
ENSG00000072135,5556.848287092788,4111.23051704525,3456.259078734861,3454.178298131427,6666.548612999254,11659.50493272505
ENSG00000072163,2833.1986473710563,2485.5653158427194,4050.1580444204333,864.823899828461,458.3056648542425,599.6399990366647
ENSG00000072195,1475.3939745798903,642.9222130423151,400.5906748937979,376.63336702588595,250.26930503985938,823.7772802299811
ENSG00000072201,1096.4951132606677,1560.2380185668644,1303.0842011806972,733.8209895585876,1410.8932071622073,3829.254459867633
ENSG00000072210,6298.565421452434,6802.424121171493,21105.53892957905,7647.294887003858,7526.0672574955215,1365.199803632018
ENSG00000072274,6484.497223426058,6965.324453448051,4321.48835619443,20603.278020647038,4026.207444828738,3252.901451084819
ENSG00000072310,12998.140513107439,5220.154500288538,11186.261694854134,63478.07424740904,16992.503720628203,3674.97814943587
ENSG00000072364,7144.806379624278,17029.760966026348,10636.614024651017,13845.370079147242,15084.200269699275,5190.087952827054
ENSG00000072401,484.4277218988468,1961.4802304447785,1328.7033722494866,863.8004395919776,973.7040149207029,1078.478736131477
ENSG00000072415,2313.5946386123346,3910.2755989499888,3583.1904263029537,3059.12264684884,1338.9407819632477,2670.726694738543
ENSG00000072422,898.5028700779441,1293.1882935233275,2992.7849839449436,2282.3163273579503,1275.5913641250334,723.3521347602484
ENSG00000072501,6243.288399244059,4734.79162502191,7450.520749914299,7073.133694336679,10345.507397085188,4024.2830032436354
ENSG00000072506,3693.510120286851,1206.3971328841778,4448.419703762523,5785.62071684058,3788.4516050408715,5117.31610828377
ENSG00000072518,5758.860677345212,2111.695700781768,1961.031094538243,6102.89339015043,4669.868813728126,2874.48785945974
ENSG00000072571,284.4254051812731,112.1608845182855,26.78367884464346,848.4485360447268,2426.8301673083865,416.25495078758763
ENSG00000072609,1216.094488584242,903.9633192723724,1192.4559624745611,1970.1609552305176,1083.1968358756415,1314.259512451719
ENSG00000072657,55.27702220837464,259.70585760483965,3145.335502581826,2.0469204729667716,2.3462747347486816,0.0
ENSG00000072682,2178.9197117773856,1728.4793453442926,2132.2137375887905,7404.734810957296,3954.2550196297784,1915.3549483792494
ENSG00000072694,201.00735348499867,986.7487340358688,281.8108817566834,298.85038905314866,45.36131153847452,122.25669883271804
ENSG00000072736,1743.7387914823635,2506.9292938462027,3731.0829138364197,2037.709330838421,2192.2026938335184,1763.9895117292174
ENSG00000072756,641.2134576171458,1418.7016642937897,1310.0712478358216,605.8884599981644,1502.3979218174059,1445.2488326296311
ENSG00000072778,12443.360217488844,7112.201802221996,33360.818762667215,9712.63764422733,10725.603904114474,4107.24290602298
ENSG00000072786,1803.0359607604382,1183.0302819428684,2482.7305781208634,2543.2986876612135,1259.9495325600421,468.6506788587525
ENSG00000072803,3928.6887238642994,5077.950521702854,5763.14898270176,4777.5123839044445,3434.94621167207,1599.5251430613944
ENSG00000072818,450.25647180639703,215.64265297265604,351.6813483079272,284.52194574238126,161.11086511940948,80.04902899761301
ENSG00000072832,659.3041194307957,790.4671861288692,858.2422308044448,746.1025123963882,750.8079151195782,136.81106774137496
ENSG00000072840,1023.1274292386433,1875.3566941182378,3089.4391293408307,1504.486547630577,1948.972212997905,107.70232992406113
ENSG00000072849,2147.763571987211,3525.056370574687,3045.1878338583765,2641.5508703636187,2488.615401990102,3734.651061961363
ENSG00000072858,1615.0940852519643,1266.4833210189738,214.2694307571477,4272.946487318136,1558.7085154513743,77.13815521588162
ENSG00000072864,945.7395981469188,1027.4738171050083,1081.8277237684251,1032.6713786117361,3697.7289819639223,1152.7060175656272
ENSG00000072952,1608.0588278799894,2118.3719439078563,2568.9041535340643,1250.6684089826974,703.100328846355,507.94747491212615
ENSG00000072954,468.3471336200469,176.9204428413432,391.2746126869654,418.5952367217048,100.10772201594375,219.77097052071935
ENSG00000072958,2476.410594935184,1496.8137088690244,5329.952090084049,3302.7061831318856,2739.6667986082107,1903.7114532523237
ENSG00000073008,855.2862890786694,1170.3454200033004,1248.3523357155561,866.8708203014278,503.666976392717,1547.1294149902294
ENSG00000073050,2322.63996951916,817.8397829458318,1994.8018200380109,1627.3017760085834,3437.2924864068186,2087.096501501401
ENSG00000073060,7472.448365804826,3536.4059838890375,7584.439144137516,11948.898260943528,2833.517787998158,13730.591628426928
ENSG00000073111,2841.2389415104562,645.5927102927504,823.306997528823,5452.996139983479,6451.473428980626,1932.8201910696375
ENSG00000073146,20.100735348499867,9.346740376523792,128.095855343947,33.77418780395173,119.66001147218277,1.455436890865691
ENSG00000073150,294.4757728555231,46.73370188261896,19.79663218951908,757.3605749977055,267.47531976134974,344.93854313516874
ENSG00000073169,1465.3436069056404,288.41370304701985,992.1606250276621,1287.5129774960992,881.4172086872547,468.6506788587525
ENSG00000073282,4696.536814176994,6222.25859351441,74.52849765466007,662.1787730047506,320.65754708231987,81.50446588847869
ENSG00000073331,1926.6554831537123,2146.4121650374277,1398.5738388007303,1120.6889589493073,1668.9834279845622,4584.626206226927
ENSG00000073350,4224.1695334872475,713.6903901788523,284.13989730839154,8187.681891867086,7373.559399736857,790.3022317400702
ENSG00000073417,1244.2355180721418,2143.7416677869924,5260.081623532805,992.7564293888842,906.4441391912408,2237.006501260567
ENSG00000073464,297.49088315779807,643.5898373549239,1706.003891626203,240.51315557359564,32.065754708231985,1509.2880558277216
ENSG00000073536,1881.4288286195876,733.0514952445088,1433.5090720763524,1341.7563700297187,1278.7197304380315,596.7291252549333
ENSG00000073578,8998.094178755966,2571.6888521692604,15041.94694070694,7870.409218557236,5130.520753317118,1568.9609683532149
ENSG00000073584,6324.696377405484,6832.467215238891,5840.006495908129,9856.945537571488,6779.169800267191,5242.483680898219
ENSG00000073605,340.70746415707276,233.6685094130948,1586.0595907132347,189.34014374942637,86.03007360745167,374.0472809524826
ENSG00000073614,4374.925048600996,6125.453068186128,6436.234477145409,4630.134109850837,6309.132761739205,6887.12736757645
ENSG00000073670,44.22161776669971,17.358232127829897,33.77072549976784,59.36069371603637,35.97621259947979,2.910873781731382
ENSG00000073711,2495.5062935162587,3379.5142704259592,2280.1062251222565,3270.9789158009007,1911.4318172419262,7895.745132946374
ENSG00000073712,3402.0494577336026,13451.294650442953,47582.95222917289,3124.6241019837767,1180.9582831568364,2862.844364332814
ENSG00000073737,50.25183837124967,387.88972562573736,129.26036311980107,36.84456851340189,17.206014721490334,1.455436890865691
ENSG00000073756,181.91165490392382,1156.3253094385148,4134.002604281925,33.77418780395173,17.988106299739894,9065.91639320239
ENSG00000073792,505.5334940147717,745.0687328714679,1106.2823870613604,376.63336702588595,21.116472612738136,29.10873781731382
ENSG00000073803,2200.0254838933106,3013.656147116314,2008.7759133482598,1684.615549251653,2500.346775663845,6130.30018432629
ENSG00000073849,2972.8987580431303,6741.00268441148,3101.0842070993713,2714.216547153939,2124.942818104056,2442.2231028726296
ENSG00000073861,31.156139790174795,36.719337193486325,37.264248827330036,16.375363783734173,2.3462747347486816,10.188058236059836
ENSG00000073910,2374.9018814252595,5560.642899719047,2989.2914606173813,1499.36924644816,2171.86831279903,2349.0751418572254
ENSG00000073921,10007.151093250659,21194.401428080306,27664.046723189134,9626.666984362726,11348.148800401124,9140.14367463654
ENSG00000073969,2804.0525811157318,3015.6590200541405,1950.5505245555564,5722.16618217861,6150.368171354545,1980.8496084682054
ENSG00000074047,356.78805243587266,273.72596816962533,307.4300528254728,580.3019540860797,129.0451104111775,62.58378630722471
ENSG00000074054,3891.5023634695744,4591.920022123617,8639.483189061299,4852.224981167732,3507.6807284492793,4833.505914564959
ENSG00000074071,3418.1300460124025,360.5171288087748,1937.740939021162,4481.732375560746,2998.5391110088153,1637.3665022239024
ENSG00000074181,8631.255758645844,4771.510962215395,12044.50392565858,12975.428878136365,9111.36688660738,5799.916010099779
ENSG00000074201,4850.307439593018,3914.281344825642,4161.950790902423,5523.614896300833,4845.057327256028,42309.55041746564
ENSG00000074211,1208.054194444842,85.45591201393181,61.71891212026537,4202.327731000782,232.2811987401195,720.441260978517
ENSG00000074219,2221.1312560092356,1802.585644043874,2828.5893875495203,1034.718299084703,1833.22265941697,6351.526591737876
ENSG00000074266,758.80275940587,1346.5982385320349,1666.410627247165,807.5101265853914,1357.710979841237,1184.7256291646725
ENSG00000074319,5316.644499678215,4850.290631103238,5136.643799292275,7327.975293221042,7113.904995758003,6900.226299594241
ENSG00000074356,2321.6349327517346,3625.2000174660134,4072.2836921616604,1999.8413020885357,2993.846561539318,2108.928054864386
ENSG00000074370,8190.044617746271,1265.1480723937561,1717.6489693847439,10194.687415611006,5758.540290651515,2318.510967149046
ENSG00000074410,13561.966139632861,11563.920718697756,980.5155472691215,20070.055237439195,39914.04369596633,193.5731064851369
ENSG00000074416,6806.108989002056,10046.410656137858,85814.90701823766,3046.8411240110395,8717.192731169602,863.0740762833548
ENSG00000074527,10299.616792571333,31717.49584342088,2834.4119264287906,4963.782146944421,7376.687766049856,2426.213297073107
ENSG00000074582,1046.2432748894182,544.1138147762064,1011.9572572171812,1489.1346440833263,1245.87188415155,1295.338832870465
ENSG00000074590,1167.8527237478424,3252.665651030279,3589.012965182224,4920.7968170121185,709.3570614723515,921.2915519179824
ENSG00000074603,2617.1157423746827,6286.350527524858,6511.927482575924,2823.7267924576613,3779.0665061018767,4398.330284196119
ENSG00000074621,1132.6764368879676,1470.1087363646707,1348.5000044390056,605.8884599981644,2155.444389655789,1113.4092215122537
ENSG00000074657,2758.825926581607,5082.623891891116,6047.288880010152,2853.4071393156796,1499.2695555044077,8684.591927795578
ENSG00000074660,406.03485403969734,500.7182344566317,1689.7007827642462,342.85917922193426,315.1829060345729,197.93941715773397
ENSG00000074695,6483.492186658633,14711.101728335838,10824.09977656352,12646.898142225198,17168.474325734354,30248.344902861656
ENSG00000074696,15332.8409238357,10985.7580639785,5789.932661546404,21398.506624394628,18266.530901596736,11658.049495834184
ENSG00000074706,126.63463269554917,303.7690622370232,54.73186546514099,73.68913702680378,59.438959946966605,521.0464069299173
ENSG00000074755,3289.4853397820034,4000.4048811521825,6404.792767197349,2839.078696004912,2381.468855769912,1238.5767941267031
ENSG00000074800,54099.11911695255,26564.771398705834,36941.68017341846,61812.904442650564,32209.659558629904,21341.071130763627
ENSG00000074803,31.156139790174795,34.04883994305096,54.73186546514099,6.140761418900315,8.603007360745167,1357.9226191776897
ENSG00000074842,3310.5911118979284,1006.7774634141341,2677.203376688492,4363.0109881286735,4263.181193038355,5190.087952827054
ENSG00000074855,829.1553331256196,268.3849736687546,905.9870496144615,441.11136192433923,1152.0208947616027,256.1568927923616
ENSG00000074935,459.301802713222,1296.5264150863716,1534.8212485756558,244.6069965195292,405.1234375332724,1138.1516486569703
ENSG00000074964,3219.1327660622537,1444.7390124855347,2202.084204140034,2609.823603032634,2024.0530045098628,2437.8567922000325
ENSG00000074966,33.166213325024785,107.4875143300236,34.935233275621904,16.375363783734173,16.42392314324077,17.46524269038829
ENSG00000075035,82.41301492884946,405.91558206617606,277.15285065326714,45.032250405268975,13.29555683024253,5.821747563462764
ENSG00000075073,42.21154423184972,35.38408856826864,61.71891212026537,24.56304567560126,110.27491253318804,65.4946600889561
ENSG00000075089,1685.446658971714,2711.889957817117,1970.3471567450756,2655.879313674386,2545.70808720232,2921.0618399674418
ENSG00000075131,328.64702294797286,409.2537036292203,307.4300528254728,453.3928847621399,877.5067507960069,541.4225234020371
ENSG00000075142,4064.3686874666732,6466.609091929246,5318.307012325508,5925.834769238803,8993.271058291697,6804.167464797105
ENSG00000075151,3264.3594205963786,5124.684223585473,8531.18396590687,4999.603255221339,7268.759128251416,7515.876104430428
ENSG00000075188,1023.1274292386433,1175.0187901915624,970.0349772864349,2040.779711547871,1944.2796635284076,1849.8602882902933
ENSG00000075213,293.4707360880981,739.0601140579884,2185.7810952780774,222.09087131689472,51.618044164471,64.0392231980904
ENSG00000075218,139.7001106720741,53.40994500870738,74.52849765466007,227.20817249931164,1310.7854851462635,681.1444649251433
ENSG00000075223,10720.727198122404,26593.479244148013,14126.643828885646,7966.614480786675,9611.905496687099,545.7888340746341
ENSG00000075234,1614.0890484845395,1261.142326518103,4304.020739556619,559.832749356412,3280.092079178657,871.8066976285489
ENSG00000075239,3529.689127196577,3940.986317329996,18690.34980245772,2969.058146038302,2208.626616976759,2133.670482009103
ENSG00000075240,2404.0479476805845,749.7421030597299,3891.7849869042807,2474.7268518168266,3006.3600267913107,1826.573298036442
ENSG00000075275,7509.634726199551,3264.0152643446295,322.5686539115756,11106.590486317702,10846.046007164907,2408.7480543827187
ENSG00000075292,7567.926858710201,10956.38259422371,9106.450807178777,7677.99869409836,14373.279025070424,12604.083474896885
ENSG00000075303,1089.4598558886928,1998.8671919508736,1105.1178792855064,1527.0026728332116,2490.179585146601,2558.658054141885
ENSG00000075336,1120.6159956788676,1033.4824359184877,2103.1010431924387,803.4162856394578,1295.1436535812722,2031.7898996485046
ENSG00000075340,259.2994859956483,468.67226745140727,165.36010417127702,142.26097287119063,80.55543255970474,55.30660185289626
ENSG00000075391,1663.3358500883642,5361.023230249003,3189.58679806428,2610.847063269117,3466.2298748020526,5674.748437485329
ENSG00000075399,901.5179803802191,240.34475253918322,788.371764253201,1085.8913109088724,814.9394245360421,710.2532027424572
ENSG00000075407,1555.7969159738898,2231.8680770513597,1975.005187848492,955.9118608754823,3280.8741707569066,2742.043102390962
ENSG00000075413,3323.6565898744534,3544.4174756403436,4950.322555155624,3242.322029179366,3617.9556409824672,2669.271257847677
ENSG00000075415,21777.136676564758,22733.943092956295,34958.52343113899,27784.898500050956,16247.17044655637,51050.90438400498
ENSG00000075420,2892.495816649131,8798.620815871931,13490.822583269326,6182.723288596133,6395.944926924906,6040.063097092618
ENSG00000075426,6245.298472778909,16768.71985979629,21086.906805165385,16194.211321876614,8483.347349272985,6040.063097092618
ENSG00000075461,1787.9604092490633,1118.2707236198107,3.493523327562191,5561.482925050718,20149.80742202168,5.821747563462764
ENSG00000075539,2884.455522509731,6522.02190987578,7388.801837794033,4124.544753028044,4488.423567574228,3396.989703280523
ENSG00000075568,4673.420968526219,5734.892845309955,6015.847170062092,7305.459168018408,4606.519395889912,4427.439022013432
ENSG00000075618,5209.105565563741,1619.6565823890512,1489.4054453173474,6664.773059979808,3131.4946793112404,2306.86747202212
ENSG00000075624,202571.19069511196,247129.15080391426,206561.55378876964,419177.5855962638,218782.29809953208,656869.2330223945
ENSG00000075643,574.8810309670962,775.1118269388659,515.8769447033502,702.0937222276026,2021.7067297751141,902.3708723367284
ENSG00000075651,1285.4420255365665,2056.282882835234,3965.1489767830867,787.0409218557237,713.2675193635993,1257.497473707957
ENSG00000075702,227.1383094380485,58.083315196969274,34.935233275621904,665.2491537142007,1048.7848064326608,221.22640741158503
ENSG00000075711,4943.775858963542,6072.04312317742,10304.72930853261,7998.341748117659,6252.822168105237,5968.746689440199
ENSG00000075785,18577.09960908358,17547.1698082982,23736.16199523338,27998.801689475986,15949.19355524329,41171.39876880866
ENSG00000075790,2330.68026365856,5830.363122013019,8711.68267116425,2944.4951003627007,4970.974071354207,15284.998227871487
ENSG00000075826,181.91165490392382,534.0994500870738,579.9248723753236,58.337233479552985,518.5267163794587,132.44475706877788
ENSG00000075856,4627.189277224669,2452.1841002122774,3021.897678341295,6459.057552446648,4055.1448332239715,3036.041354345831
ENSG00000075884,297.49088315779807,640.9193401044886,308.59456060132686,355.14070205973485,172.06014721490334,158.64262110436033
ENSG00000075886,11.055404441674927,13.352486252176845,10.480569982686573,28.656886621534802,35.194121021230224,17.46524269038829
ENSG00000075914,1645.245188274714,852.5562472014915,1095.8018170786738,1558.7299401641965,1818.3629194302284,2309.7783458038516
ENSG00000075945,2342.7407048676596,4367.598253087046,3597.1645196132026,5647.453584915323,8925.229090983985,4817.496108765437
ENSG00000075975,1715.5977619944638,1971.4945951339112,3119.7163315130365,1538.260735434529,1597.0310027856028,4357.578051251879
ENSG00000076003,2881.440412207456,1945.4572469421662,2568.9041535340643,4359.940607419223,7878.008467707824,2678.0038791928714
ENSG00000076043,2321.6349327517346,2882.8017818449807,2940.3821340315108,2159.501098979944,3984.7565911815113,3197.594849231923
ENSG00000076053,1125.6411795159927,2995.630290675875,2288.2577795532347,978.4279860781168,1378.8274524539754,1014.4395129333866
ENSG00000076067,3191.996773341779,5561.978148344265,7435.382148828196,2631.316267998785,1378.8274524539754,3327.1287325189696
ENSG00000076108,8254.36697086147,6734.326441285391,10716.965061184947,10928.508405169594,10233.6683013955,6478.149601243191
ENSG00000076201,3301.545780991103,1855.9955890525814,3366.591979994098,4028.339490798606,4599.480571685665,3939.8676635734255
ENSG00000076242,1941.7310346650872,2442.169735523145,3077.79405158229,1846.322266616028,4351.557541380555,2234.0956274788355
ENSG00000076248,4138.741408256123,1768.536804100823,2981.1399061864026,7413.945953085647,3209.703837136197,5766.440961609867
ENSG00000076258,545.7349647117715,792.4700590666957,633.4922300646106,553.6919879375117,793.0408603450544,2081.274753937938
ENSG00000076321,873.3769508923193,1864.6747051164964,3315.353637856519,1318.2167845906008,2787.374384881434,1165.8049495834184
ENSG00000076344,249.24911832139836,119.50475195698276,1072.5116615615925,555.7389084104784,575.6194015916766,75.68271832501593
ENSG00000076351,1507.5551511374902,821.8455288214848,1095.8018170786738,1738.8589417852725,670.2524825598734,515.2246593664546
ENSG00000076356,876.3920611945942,1311.2141499637662,3082.4520826857065,1995.747461142602,3519.4121021230226,828.1435909025781
ENSG00000076382,779.9085315217949,200.95491809526152,223.58549296398022,1854.509948507895,3738.3977440328995,452.6408730592299
ENSG00000076513,5495.541044279864,5065.265659763286,3281.582912356751,6970.787670688341,1594.6847280508541,10316.136682456017
ENSG00000076554,10576.001903613205,8888.750098074126,726.6528521329357,32035.328862166458,20631.575834223408,15788.579392111016
ENSG00000076555,5318.654573213065,5477.189860642941,115181.46410972544,322.3899744922665,595.1716910479156,337.6613586808403
ENSG00000076604,4835.231888081643,1865.3423294291051,518.2059602550582,6190.910970488,4379.712838197539,5631.085330759359
ENSG00000076641,461.311876248072,686.9854176744986,562.4572557375127,799.3224446935243,778.9632119365623,304.1863101909294
ENSG00000076650,1353.784525721466,750.4097273723387,965.3769461830187,1026.530617192836,1031.5787917111704,1023.1721342785808
ENSG00000076662,66.33242665004957,34.04883994305096,36.099741051475974,75.73605749977055,10.949282095493848,24.742427144716746
ENSG00000076685,2177.914675009961,2784.661007891481,1519.682647489553,2186.111065128512,1155.1492610746009,1711.5937836580526
ENSG00000076706,9329.756312006213,10677.315631553214,97681.24125419057,5861.35677434035,4550.990893834193,2363.629510765882
ENSG00000076716,1553.78684243904,1779.2187931025646,2309.218919518608,3238.2281882334323,9647.09961770833,1215.289803872852
ENSG00000076770,1152.7771722364675,2496.2473048444613,2963.672289548592,1225.0819030706127,143.90485039791915,1810.5634922369195
ENSG00000076826,2062.3354467560866,415.9299467553087,59.38989656855724,1190.2842550301775,1059.7340885281546,1797.4645602191283
ENSG00000076864,2013.0886451522617,367.8609962474721,108.29922315442792,1531.0965137791452,1676.8043437670578,3493.048538077658
ENSG00000076924,3777.9332087505504,1083.554259364151,2613.1554490165186,2536.13446600583,3659.406494629694,2023.0572783033106
ENSG00000076928,2997.0196404613303,1556.2322726912112,3180.2707358574476,3316.01116620617,4439.933889722755,2279.214171095672
ENSG00000076944,1706.5524310876388,413.9270738174822,116.45077758540636,2285.3867080674004,3601.5317178392265,1093.033105040134
ENSG00000076984,2532.6926539109836,1089.5628781776306,2641.1036356370164,1555.6595594547464,1873.8914214859471,1432.14990061184
ENSG00000077044,1688.461769273989,956.7056399684709,2334.8380905873973,1401.117063745755,2476.1019367381086,960.588347971356
ENSG00000077063,348.74775829647274,797.8110535675664,956.0608839761862,271.2169626680972,43.79712838197539,62.58378630722471
ENSG00000077092,694.4804062906704,1058.8521597976237,852.4196919251746,278.3811843234809,1762.8344173745095,1314.259512451719
ENSG00000077097,11055.404441674928,16085.740187997444,14023.002636834633,9318.605453181228,18627.075119169785,18466.583271303887
ENSG00000077147,14507.70573777978,30343.52500807188,20069.127009068932,23151.694009490668,19476.42657314881,19109.886377066523
ENSG00000077150,1751.7790856217634,1068.8665244867564,1586.0595907132347,1502.4396271576102,2335.3254526531878,1065.3798041136859
ENSG00000077152,449.25143503897203,176.9204428413432,95.4896376200332,1822.78268117691,4456.3578128659965,1277.8735901800767
ENSG00000077157,7235.259688692528,17694.047157072146,9996.134747931283,1317.1933243541175,2800.6699417116765,2177.3335887350736
ENSG00000077232,6739.776562352005,11618.665912331682,5758.4909515983445,12308.132803949196,13308.852387072773,12067.027262167443
ENSG00000077235,5968.913361737036,2850.7558148397566,5779.452091563718,11618.320604559394,6578.954356235304,4843.693972801019
ENSG00000077238,4157.837106837198,2315.321116127465,1439.3316109556226,2490.0787553640776,1460.1649765919296,320.19611599045203
ENSG00000077254,3972.910341630999,8338.62766448444,10312.880862963588,4511.412722418764,6087.80084509458,2846.8345585332913
ENSG00000077264,777.8984579869449,1516.1748139346807,258.52072623960214,48.10263111471913,53.96431889921968,1197.8245611824636
ENSG00000077274,908.553237752194,737.0572411201618,1023.6023349757219,45.032250405268975,8.603007360745167,49.48485428943349
ENSG00000077279,94.47345613794938,57.41569088436043,76.8575132063682,4.093840945933543,3.128366312998242,170.28611623128583
ENSG00000077312,3593.0064435443514,2072.973490650455,2998.607522824214,3016.1373169165377,3173.727624536717,5904.707466242108
ENSG00000077348,1297.5024667456664,269.72022229397226,664.9339400126703,1584.3164460762812,1081.6326527191422,1502.010871373393
ENSG00000077380,6314.646009731234,7407.291748395105,8727.985780026207,5528.73219748325,11260.554543637174,6804.167464797105
ENSG00000077420,655.2839723610957,1899.3911693721561,6575.975410247897,394.0321910461035,266.69322818310013,221.22640741158503
ENSG00000077454,718.6012887088702,433.2881788831386,411.07124487648446,777.8297797273732,872.03210974826,684.0553387068747
ENSG00000077458,644.2285679194208,1916.749401499986,944.4158062176456,574.1611926671794,1808.1957289129841,481.7496108765437
ENSG00000077463,582.9213251064962,164.90320521438403,357.5038871871975,681.6245174979349,692.9331383291106,528.3235913842458
ENSG00000077514,1209.0592312122672,1997.531943325656,2375.5958627422897,1064.3986459427213,2343.1463684356836,2960.3586360208155
ENSG00000077549,12002.14907658927,9063.667667977643,11978.126982434898,17641.38409626412,10012.336384750875,21178.06219898667
ENSG00000077585,1632.1797102981893,1830.6258651734454,685.8950799780434,5095.808517450778,2275.8864927062214,3386.801645044463
ENSG00000077616,181.91165490392382,582.8360249075192,2567.7396457582104,26.60996614856803,14.859739986741651,72.77184454328454
ENSG00000077684,4108.590305233373,3194.58233583331,7833.643808170285,2608.8001427961503,5277.553970028035,4083.9559157691288
ENSG00000077713,1241.2204077698668,1699.7714999021123,1758.406741539636,1628.3252362450667,1428.8813134619472,4056.3026148426807
ENSG00000077721,2976.9189051128305,4669.364442386242,5605.940432961462,4905.444913464868,4583.056648542425,7476.579308377055
ENSG00000077782,11808.176980476248,11136.641158628097,24112.29800683424,12952.91275293373,1420.2783061012021,7275.729017437589
ENSG00000077935,74.37272078944952,26.70497250435369,10.480569982686573,116.67446695910597,67.25987572946221,50.940291180299184
ENSG00000077942,15643.397284970022,38933.17941409724,34641.77731610669,16705.941440118306,12971.770916847212,2258.8380546235526
ENSG00000077943,277.3901478092982,413.9270738174822,1652.4365339369162,286.568866215348,157.20040722816168,138.26650463224064
ENSG00000077984,155.78069895087398,163.56795658916636,135.08290199907137,309.0849914179825,32.84784628648154,62.58378630722471
ENSG00000078018,1159.8124296084425,1175.0187901915624,1082.992231544279,323.4134347287499,1388.9946429712195,3848.175139448887
ENSG00000078043,1345.7442315820663,2424.143879082706,2337.1671061391057,1425.6801094213563,1870.763055172949,6866.75125110433
ENSG00000078053,420.10536878364724,303.7690622370232,350.51684053207316,1026.530617192836,147.81530828916695,29.10873781731382
