,logFC,logCPM,F,PValue,FDR,neg_signed_logpval
ENSG00000261269,-1.24627099408428,2.93321707712633,88.8802235930265,5.925076192236329e-16,3.1728537471829702e-15,-15.227306060565953
ENSG00000164576,-0.532387618284996,5.93958271911888,88.8790366981925,5.92707504372451e-16,3.1730172884076e-15,-15.227159574048457
ENSG00000261026,-2.48929947523017,0.389828777952324,88.8631363782604,5.95391907431881e-16,3.1864776262642503e-15,-15.225197072580734
ENSG00000162817,-1.36903739209553,6.35245968661769,88.8584407142557,5.96187026451017e-16,3.18906873440153e-15,-15.224617478826765
ENSG00000080503,-0.56804110079509,7.69459457872527,88.8582670243473,5.96216458163449e-16,3.18906873440153e-15,-15.224596039724197
ENSG00000111254,-1.00152297500963,0.933470107805173,88.8229253416937,6.02235965904022e-16,3.22034683023506e-15,-15.22023331171394
ENSG00000164107,-1.27027250703772,1.23160325802192,88.7995157673767,6.06257178813461e-16,3.2409246103931002e-15,-15.217343105790729
ENSG00000187837,1.89908834134522,5.80731610703514,88.761369305306,6.12868479081777e-16,3.2745900831356403e-15,15.212632714612774
ENSG00000175634,0.725893796568321,4.9399740586722,88.7611639023732,6.129042761144619e-16,3.2745900831356403e-15,15.21260734864881
ENSG00000274565,-1.30092491620722,-0.491054656866344,88.7462129507782,6.155156078774409e-16,3.28760431721768e-15,-15.210760930012755
ENSG00000146242,1.00103765281249,6.0256211613922,88.7391122599977,6.167597770139109e-16,3.2933108982358602e-15,15.20988395725041
ENSG00000079931,1.18919744906756,3.28376081248945,88.7092398945653,6.220220520818259e-16,3.3204635868539e-15,15.206194218319334
ENSG00000186340,1.39749182718383,8.43102654772536,88.6896575506729,6.25496425230039e-16,3.3380593903546704e-15,15.203775167996628
ENSG00000246465,1.94385636124676,-0.357089838934085,88.6501794305717,6.32560951011855e-16,3.3747991284479305e-15,15.1988976212782
ENSG00000196081,1.18128205156038,1.14015490312208,88.6415199936989,6.34121367682746e-16,3.3821611347200703e-15,15.197827612354189
ENSG00000272692,-1.4430636702734,-0.92340928575469,88.5690154955775,6.47341260589028e-16,3.4516884461174205e-15,-15.18886671080217
ENSG00000118777,-1.37188659971514,3.21112688551616,88.5512714292248,6.50619080445683e-16,3.4681791494482904e-15,-15.186673204486745
ENSG00000171960,0.569391987677171,4.34511958171637,88.5373682034836,6.53199190410335e-16,3.4809423295558702e-15,15.184954362209316
ENSG00000162878,-2.05303144711038,4.48773830155922,88.5152544332926,6.573244556672469e-16,3.5019301466696605e-15,-15.182220209551735
ENSG00000196569,-1.47800166129348,6.47787354603202,88.5094483780124,6.58411948119344e-16,3.5067267401683203e-15,-15.181502296636586
ENSG00000257743,-3.67964875363414,3.01118653838977,88.4973567955829,6.60682621011669e-16,3.5178204802204104e-15,-15.180007116981603
ENSG00000123297,0.551935003810655,4.67043177712467,88.4895664205355,6.62149792110766e-16,3.5246308678350605e-15,15.179043752964667
ENSG00000103047,-0.479843661232482,3.92022474458736,88.4751607122463,6.64871578444154e-16,3.53777673416386e-15,-15.177262231627779
ENSG00000236841,1.35226520203717,-1.15326097532911,88.4744980910587,6.64997046364152e-16,3.53777673416386e-15,15.177180283645164
ENSG00000239306,0.360797578882871,5.61003683854176,88.4723405791151,6.65405740189955e-16,3.5389461691567404e-15,15.176913456965739
ENSG00000121690,1.03056753691802,0.567734561979394,88.3747424753784,6.84163449564113e-16,3.63767609378059e-15,15.16484013108142
ENSG00000134297,-0.772171853448281,2.36364983619762,88.3645412387144,6.86154872766252e-16,3.64722946128263e-15,-15.163577848146744
ENSG00000163492,-1.78979738862083,1.08320053058803,88.3616802302165,6.86714439960609e-16,3.64916859374417e-15,-15.163223820336569
ENSG00000119865,-1.38510652042915,4.24084819599699,88.354671520844,6.88087193932798e-16,3.6554266381397304e-15,-15.16235652478124
ENSG00000115368,0.433798887082365,5.54133448142989,88.3500784842844,6.88988319057494e-16,3.6591763418878304e-15,15.161788140954314
ENSG00000108551,-2.25831395712523,5.46707477564262,88.2881797564762,7.01250291568721e-16,3.7232436138065e-15,-15.154126945163005
ENSG00000280054,-1.08370952164319,-1.09224723654246,88.2227564222451,7.14452070057444e-16,3.7922630132199204e-15,-15.146026901103632
ENSG00000167965,0.696473319744579,5.20820042241398,88.2210817661668,7.1479329953512005e-16,3.7929997319143405e-15,15.145819527219222
ENSG00000106404,-0.731100480465383,2.70854807196791,88.1760763815499,7.240260311062101e-16,3.84090479751898e-15,-15.14024581921369
ENSG00000107317,-2.19197769638898,5.09848363066899,88.14796300637,7.29854913644377e-16,3.870730686938781e-15,-15.136763463805663
ENSG00000260314,-1.89953685316011,4.92647648415028,88.1310287207338,7.333890075498009e-16,3.8883729016583505e-15,-15.134665603778526
ENSG00000111962,-1.2806216410097,4.01376880248067,88.1050361166498,7.38847439297147e-16,3.9162049420397804e-15,-15.131445227520448
ENSG00000161960,-0.861668288574549,2.75009631983117,88.0998181041273,7.39948192686732e-16,3.9209302280461804e-15,-15.130798686239173
ENSG00000133422,0.50266481833382,5.80484254946504,88.0588632992033,7.4864588055575e-16,3.96589704946935e-15,15.12572356078878
ENSG00000269386,-0.756620422055797,1.50803757620031,88.0372263915226,7.53282907376977e-16,3.98933347527485e-15,-15.123041886962847
ENSG00000114656,1.53384713546923,0.975959095008493,88.0361607856733,7.535120322152769e-16,3.98941931269219e-15,15.1229098084018
ENSG00000257727,0.526165649140021,4.48408058576079,88.0254389748731,7.55821369547317e-16,4.000515537064431e-15,15.121580833317017
ENSG00000134291,0.70891458869568,6.18026922136344,87.9969406339555,7.61994619277062e-16,4.0320511667309504e-15,15.118048095361884
ENSG00000232671,0.884883902312943,-1.25981585385984,87.9884508529144,7.63843560003954e-16,4.0406936148487e-15,15.116995578576056
ENSG00000130590,0.956479777879677,3.00211426758351,87.9685960474807,7.68185470736856e-16,4.06251514682373e-15,15.114533911227705
ENSG00000168528,1.435014285733,7.04997678542665,87.9582242680423,7.70463583480072e-16,4.07341313873197e-15,15.11324788370405
ENSG00000122121,-2.59474614492259,2.2152257106621,87.9561973125216,7.70909597317654e-16,4.07462147389023e-15,-15.112996547614472
ENSG00000134532,-1.7872978348172,3.01640497310537,87.9470985379013,7.72914942668109e-16,4.0833204038297605e-15,-15.111868296459921
ENSG00000160813,0.722061463522267,3.15470543357869,87.9467526844923,7.72991272476071e-16,4.0833204038297605e-15,15.111825409492905
ENSG00000135519,-1.999836209377,0.610639645514802,87.9380438237186,7.74915847978079e-16,4.092333214082661e-15,-15.11074545716219
ENSG00000105373,-0.876596297172056,8.08028066640966,87.9349536669252,7.75599914900227e-16,4.09479166116809e-15,-15.110362247244652
ENSG00000196417,0.584334233981415,3.89879909162302,87.9313970124823,7.763880110501909e-16,4.0977977924077305e-15,15.109921179588346
ENSG00000128708,0.508570367346895,5.80784016145841,87.9279292962473,7.771571846553769e-16,4.10070238493039e-15,15.109491133677128
ENSG00000198909,-0.557783376697506,5.65501713364969,87.9213476459527,7.78619193073961e-16,4.10726008463593e-15,-15.1086748950651
ENSG00000156711,0.967476757848226,6.35831972356336,87.8835636984628,7.87066622918158e-16,4.150652213233191e-15,15.103988504310438
ENSG00000086015,0.568615059101519,6.0495788337287,87.8392490683545,7.97093080901913e-16,4.20234469804703e-15,15.09849096070968
ENSG00000064419,0.419769401369637,6.24141815797503,87.8340022404818,7.982887835878701e-16,4.20746468019294e-15,15.097839972770933
ENSG00000089127,1.23120743523708,5.73501073903689,87.7973952093843,8.06682139303393e-16,4.25050709902353e-15,15.093297558636372
ENSG00000159322,0.350156389697302,5.60570214928197,87.7755420855527,8.11735438363285e-16,4.2759310960396e-15,15.09058549339515
ENSG00000113719,0.805162532988641,8.21664828019262,87.7666737611279,8.13795321923106e-16,4.28557699462429e-15,15.089484811003771
ENSG00000091262,-1.70073263416692,3.21699576656761,87.7631658416943,8.1461158900718e-16,4.28867022849888e-15,-15.089049415750061
ENSG00000005486,0.666832183501251,6.35890542778909,87.7565110082436,8.16162410486209e-16,4.29562783294385e-15,15.088223411148565
ENSG00000100979,-1.33787932981272,6.86000313074577,87.7214844140261,8.24374566625419e-16,4.337631635737291e-15,-15.083875415418568
ENSG00000122406,-0.670341961016291,9.86466738487321,87.7168668969086,8.25463422306154e-16,4.3421415338996105e-15,-15.083302166304943
ENSG00000141068,-0.832514935708507,4.27060577772067,87.6891213122575,8.32036995210224e-16,4.37549177077013e-15,-15.07985736306209
ENSG00000139719,0.393438971336226,4.35648182666268,87.6838098476019,8.33301467708719e-16,4.38091178464037e-15,15.079197853243064
ENSG00000134463,-1.32271339559213,5.07280527625928,87.6764689196826,8.35052304060671e-16,4.3888849989298206e-15,-15.07828632133853
ENSG00000146955,1.85213394473577,0.159005100687882,87.6465399174368,8.422293092557379e-16,4.4253647132711e-15,15.074569649371995
ENSG00000163083,-1.31128115038818,5.84554537945149,87.6069295110779,8.51824557423031e-16,4.47452669818765e-15,-15.069649843718038
ENSG00000270765,-2.49051962508612,0.0721796241788334,87.5944621304401,8.548676258340519e-16,4.48925300035107e-15,-15.068101129506486
ENSG00000139410,1.0164382672392,3.44049423210925,87.5490900103397,8.660358733719449e-16,4.54662767144022e-15,15.062464118046389
ENSG00000224086,-0.74188592972387,2.15171272041541,87.5253654373456,8.719346354601159e-16,4.5763135195003305e-15,-15.059516070713062
ENSG00000158555,-1.46619612028946,5.10537833157469,87.5219499537087,8.72787205462687e-16,4.57950542390209e-15,-15.059091628869854
ENSG00000280079,1.43514459515191,0.572832710221344,87.5105911757413,8.75628681153837e-16,4.59312838711631e-15,15.057680021586924
ENSG00000133193,0.492146693491789,4.45117676181542,87.5026284369947,8.77626226418146e-16,4.60231810926303e-15,15.056690407062227
ENSG00000225614,1.23428699699504,4.37688532726125,87.4983382755099,8.78704385038906e-16,4.60668272593005e-15,15.056157206313603
ENSG00000146373,-0.938684276235173,4.57073950963231,87.4966905369907,8.791188357011909e-16,4.60756632854076e-15,-15.055952414800029
ENSG00000141198,1.01749186500863,5.6133072373501,87.4465127977334,8.91835627319732e-16,4.672909437664941e-15,15.049715182312376
ENSG00000187531,0.621733303697647,3.94152851046287,87.4182439773057,8.99082223807667e-16,4.70956209882143e-15,15.046200588897431
ENSG00000153207,0.597846906786636,6.32584909078224,87.3959281463312,9.04845103439459e-16,4.7384244558818204e-15,15.043425759445707
ENSG00000138735,-1.15060998010462,5.4057121133088,87.391243664777,9.06059598608256e-16,4.7434587033034105e-15,-15.042843234447469
ENSG00000154451,1.64300544892436,4.13849081409293,87.3818839857681,9.08491153310118e-16,4.75485998312058e-15,15.041679297400862
ENSG00000085831,1.76532648143685,6.55195829167948,87.3723171258452,9.10983395541509e-16,4.766572432912941e-15,15.040489538823287
ENSG00000233452,-0.782168293759446,0.0337471494130023,87.3674478995048,9.1225453821705e-16,4.771890921991311e-15,-15.039883967461565
ENSG00000139324,0.596251997285788,5.52257033237584,87.2787312140675,9.35733313815144e-16,4.89333940858341e-15,15.028847908571136
ENSG00000117461,0.804831361882266,6.65958073871988,87.2687833980541,9.384040575723759e-16,4.90593661460201e-15,15.027610123039285
ENSG00000055044,0.602485703463343,6.10765949028687,87.2549322183493,9.42135685617979e-16,4.9240715038839804e-15,15.025886545963374
ENSG00000206562,0.484222018145217,3.71537975472197,87.2496432158422,9.43564570136526e-16,4.9301643476430805e-15,15.025228374784197
ENSG00000100028,0.564265415315077,6.38360554937669,87.2365077150768,9.471228244506619e-16,4.94737673870422e-15,15.023593697319559
ENSG00000260077,-0.748351912528189,2.06741935316662,87.2225067404522,9.50930563901793e-16,4.9640794338992204e-15,-15.021851193699012
ENSG00000175395,-0.566054706574565,4.52690094971692,87.2219909446056,9.510711381899469e-16,4.9640794338992204e-15,-15.02178699750225
ENSG00000168411,0.656983033731263,5.29846469035734,87.2218293543098,9.51115182136853e-16,4.9640794338992204e-15,15.021766885862396
ENSG00000072518,0.639338754312182,6.28358341900404,87.2020176234503,9.56530937453711e-16,4.9909552144445e-15,15.019300978853469
ENSG00000111860,-0.840963766995911,3.14426206665082,87.1272554331313,9.77252268998801e-16,5.0976547227813305e-15,-15.00999331254318
ENSG00000141568,0.632027079874897,5.94918491341151,87.1023187589923,9.84264940240033e-16,5.13280606325563e-15,15.006887984295355
ENSG00000275367,-1.13397395381061,0.593481809598373,87.0926852002949,9.869877774151449e-16,5.145573173463431e-15,-15.005688225480338
ENSG00000143473,2.34111002629244,1.20199776419105,87.0797149578696,9.90665811082251e-16,5.16331162788543e-15,15.00407282470759
ENSG00000163637,-0.977977123410432,5.30477617129124,87.045268056397,1.00050195330687e-15,5.21312711321212e-15,-14.999782059142145
ENSG00000160703,-0.735175106076722,4.47938442063378,87.0370837724864,1.00285351275287e-15,5.22392723615529e-15,-14.99876249993
ENSG00000241717,-1.4534027417995,0.101427724313325,87.0317527784699,1.0043882718138102e-15,5.23046777347842e-15,-14.998098367162106
ENSG00000157693,0.695332610581649,5.57414317918731,87.0092803493625,1.0108842634743e-15,5.2628336884462e-15,14.995298564104067
ENSG00000162881,-1.2625403953564,0.866126007212037,87.0074661853332,1.01141053639836e-15,5.264110894582241e-15,-14.995072526404648
ENSG00000167770,0.601442481732829,6.17260663451546,87.0042712578677,1.01233803462519e-15,5.26747507769294e-15,14.994674445935704
ENSG00000204060,1.4233252754949,2.06038113543761,86.998472167265,1.01402374239224e-15,5.27409210785196e-15,14.993951876295363
ENSG00000185610,-2.14903648842775,-0.536873454155999,86.9979602051778,1.01417269918293e-15,5.27409210785196e-15,-14.993888084533353
ENSG00000169683,0.957216486602519,3.98271149213867,86.9629568946884,1.0244100027970602e-15,5.3258518930101504e-15,14.989526189537504
ENSG00000114853,-0.819619613061147,4.66220426046701,86.880833370912,1.04884325087373e-15,5.451366433181981e-15,-14.979289412061197
ENSG00000134371,0.551553913824502,6.0129711523804,86.85043993262,1.05803551577168e-15,5.4976182637309704e-15,14.975499753808602
ENSG00000261371,-1.28513618382698,8.44018246954132,86.8343468615421,1.06293590235138e-15,5.5215497650008e-15,-14.973492923712271
ENSG00000148459,0.748799882089995,2.26756946161255,86.8285191363398,1.0647161532318201e-15,5.5280165925886605e-15,14.972766157028614
ENSG00000130299,0.643756640639402,3.90297908512599,86.8283401598883,1.0647708748813802e-15,5.5280165925886605e-15,14.9727438368077
ENSG00000246695,-0.95372807962369,2.22925519530411,86.8224006001219,1.0665885066281e-15,5.5359193486678004e-15,-14.97200310050959
ENSG00000180525,-2.023262278268,1.0429969551428,86.8195624899619,1.06745814343959e-15,5.5388987077340305e-15,-14.971649145276809
ENSG00000158773,0.588093628511725,5.54065229215743,86.8030523051567,1.07253142520131e-15,5.56368253432917e-15,14.969589974116124
ENSG00000166349,-0.916221536904494,1.00705115227173,86.7790476455157,1.07995143715129e-15,5.600622772738341e-15,-14.966595773264356
ENSG00000244509,-0.902389141503403,5.2647194713737,86.7429406607724,1.0912108895238202e-15,5.6574483777000105e-15,-14.962091308709859
ENSG00000245498,-0.879166608835204,0.380876706694166,86.6982038806143,1.10532731376953e-15,5.7290505886859204e-15,-14.95650909798358
ENSG00000170891,-1.50601760934326,1.03787879709504,86.6897426383891,1.10801803825225e-15,5.74140873416272e-15,-14.955453169346175
ENSG00000163527,0.503678847739515,7.74094926143091,86.6757195761958,1.1124921423836701e-15,5.7629984163237e-15,14.953703047791043
ENSG00000081189,-0.893924261244728,5.73992390727322,86.6626291611331,1.11668527531574e-15,5.783121062352411e-15,-14.95206921045929
ENSG00000035664,-1.12284680904597,4.50362238090664,86.6302694949515,1.1271199162833202e-15,5.83554735324692e-15,-14.948029876136989
ENSG00000179776,-1.28138870550098,6.56015370700696,86.6105509723311,1.1335269220080402e-15,5.867097772835551e-15,-14.945568160636109
ENSG00000146938,-1.59129298599965,3.37117516680747,86.5924547417104,1.1394394232595e-15,5.8960719341655e-15,-14.943308758542786
ENSG00000119772,0.66234948162959,5.27502983295443,86.5904773830013,1.1400873762551e-15,5.89779601570727e-15,14.943061863074691
ENSG00000133818,-0.993512974489254,4.4554028413193,86.5705871797072,1.1466260153577401e-15,5.929983894495711e-15,-14.940578208908684
ENSG00000259884,-1.9384208467464,0.437554863391386,86.541304600801,1.15632180015473e-15,5.978477254276811e-15,-14.93692128651854
ENSG00000180447,-1.35325413023794,5.63785042350959,86.5341172212336,1.1587143486917401e-15,5.98919469005161e-15,-14.93602361500895
ENSG00000112679,-0.728245089921457,5.41826832677382,86.532172353727,1.15936262558687e-15,5.99089286145098e-15,-14.935780704105847
ENSG00000151388,1.26262646456766,5.47098719360344,86.5244181124481,1.1619509957642501e-15,6.0026125744788606e-15,14.934812187537728
ENSG00000269427,-0.97092138903207,0.336681987761136,86.4848709390436,1.1752436450285202e-15,6.0696086485389806e-15,-14.929872088522188
ENSG00000112308,0.447939370240297,7.85696136228759,86.4237395743088,1.19609644227613e-15,6.175601829409721e-15,14.922233801401358
ENSG00000148908,0.839894974944439,4.94989064940493,86.4036870617809,1.20301835750727e-15,6.209629466835711e-15,14.919727745475384
ENSG00000171428,2.78729817165968,6.8544372610606,86.3952843392366,1.20593099686379e-15,6.22294934955571e-15,14.9186775417304
ENSG00000170275,-0.81399732199227,8.0359869572638,86.3911314368868,1.20737316832175e-15,6.2286759512237205e-15,-14.918158479782269
ENSG00000138495,0.724500174687225,4.5309166538296,86.382152531089,1.2104972612039401e-15,6.243073818656291e-15,14.917036188828908
ENSG00000116748,-2.52396193757994,2.76633084333235,86.6186562373975,1.21152900639544e-15,6.2466755621440206e-15,-14.916666183534996
ENSG00000147454,-1.083902662843,5.84602102155461,86.3781549908477,1.2118907986891101e-15,6.2468219793776704e-15,-14.9165365119052
ENSG00000183258,0.58049382656406,5.79124852567819,86.3643898411009,1.2167018157725201e-15,6.269896018187471e-15,14.914815843817529
ENSG00000137878,-1.66743797302766,0.0238202190650627,86.3577612399019,1.21902548826429e-15,6.28014313269398e-15,-14.913987213744367
ENSG00000122035,-1.34619124631975,3.16527797994874,86.3545275355439,1.2201607099393902e-15,6.284263667436581e-15,-14.913582963716063
ENSG00000102078,0.493199576002,2.9656456242739,86.3224545733206,1.23147864520906e-15,6.34081213940154e-15,14.909573114761361
ENSG00000103415,0.641078212026446,5.3806976023035,86.3056552743424,1.23744937796301e-15,6.369804668926621e-15,14.907472558310356
ENSG00000253210,1.01406832971306,-0.16190346674227,86.2978750235814,1.24022457453272e-15,6.382336680312981e-15,14.906499667539771
ENSG00000145912,0.700343366676087,5.36978241711679,86.2357264118718,1.26262146947757e-15,6.494649133555581e-15,14.898726830249942
ENSG00000143434,-0.801165477302681,4.05013896432451,86.2353935400445,1.2627425304767601e-15,6.494649133555581e-15,-14.898685191797851
ENSG00000142453,0.614869876289121,5.38490809211824,86.1886460620101,1.2798618279866502e-15,6.5808921709621105e-15,14.892836913619309
ENSG00000266904,-0.70196300112358,2.02846384930181,86.1820520223316,1.28229555586053e-15,6.5915972099201205e-15,-14.89201186289399
ENSG00000171940,0.828074524612615,7.05064175875358,86.1631386127229,1.28930227861499e-15,6.62579725573482e-15,14.889645249796216
ENSG00000151490,0.965940790189807,1.95220680719823,86.1373513642451,1.29891833715785e-15,6.67338439356368e-15,14.886418152111393
ENSG00000167595,0.643056797879811,3.60138396831755,86.1263252846929,1.30305220741848e-15,6.692787612500011e-15,14.885038183719844
ENSG00000164002,0.454311581520845,2.89825562491983,86.1223259888528,1.30455492044855e-15,6.698669647696471e-15,14.884537632818512
ENSG00000197321,-0.747240197843258,7.23970563756562,86.1142003376561,1.3076135229640901e-15,6.7122138023683004e-15,-14.883520596719448
ENSG00000142444,0.477086144217999,3.5858478954412,86.1134161470732,1.3079090885652302e-15,6.7122138023683004e-15,14.883422442331797
ENSG00000145949,-1.11941101752864,1.35062560088038,86.084153660928,1.3189870214766e-15,6.7672124374060906e-15,-14.879759477788605
ENSG00000141469,-1.62985738444511,2.20000464753352,86.0551009894082,1.33008000826876e-15,6.822258175453511e-15,-14.876122234142287
ENSG00000100626,-1.62983073050414,4.96343277548995,85.9915593668967,1.35467380560844e-15,6.946503310258721e-15,-14.8681652667665
ENSG00000162086,0.696146831929894,4.7178918845919,85.838865750038,1.4156839471037e-15,7.25736528505665e-15,14.849033692514494
ENSG00000214652,-1.85569850282204,0.587672428099358,85.7874611831635,1.4368464324754502e-15,7.363837966436661e-15,-14.842589645987156
ENSG00000106355,0.483784293102849,5.006237643029,85.7617718004242,1.4475427436081e-15,7.4166279428452e-15,14.839368603393922
ENSG00000274349,-0.701844096311812,1.95272900820961,85.7408802732227,1.4563010975775801e-15,7.459462456345311e-15,-14.836748823170398
ENSG00000157933,-0.570266804632412,6.96580520972371,85.7109403404887,1.4689469406757101e-15,7.52218060329071e-15,-14.832993890927183
ENSG00000271913,-0.848090719739925,-0.103854876305169,85.7048620335672,1.4715278757225602e-15,7.533338198746911e-15,-14.832231506477846
ENSG00000167536,0.990262061304561,2.11819330249542,85.684995324821,1.4799958007353702e-15,7.57461931668359e-15,14.829739516848315
ENSG00000164221,0.515581708056903,3.49230285741139,85.6794213540063,1.4823805304671101e-15,7.584752594036641e-15,14.8290402976599
ENSG00000105355,0.639836848014077,6.02344973017698,85.6775451209114,1.48318412471492e-15,7.586792504718361e-15,14.828804931652657
ENSG00000127838,0.774536684250121,5.54614683773987,85.6433395761766,1.4979123988344102e-15,7.660039469694411e-15,14.824513584377053
ENSG00000153066,0.442824629861415,5.93234440338835,85.5963308904753,1.5183966747689201e-15,7.762673532099671e-15,14.818614756004171
ENSG00000224577,1.64397372057106,-0.424804751014474,85.5731045340906,1.52862268666693e-15,7.812821407549991e-15,14.81569969923152
ENSG00000270177,1.11550300685225,-0.235099261715797,85.5386612135345,1.54391646410679e-15,7.88883632068965e-15,14.811376201512532
ENSG00000151474,-0.818201534127862,5.24028492609673,85.5361823845732,1.54502312110475e-15,7.892338664160211e-15,-14.811065017020328
ENSG00000070526,-2.04974856407481,1.56240577862695,85.5295559322365,1.54798542285365e-15,7.90531558135972e-15,-14.810233133319812
ENSG00000175073,0.65915507362835,5.78550741927545,85.498717179788,1.56184787434905e-15,7.97393559173789e-15,14.806361269145128
ENSG00000138069,0.450316877993898,7.50821393898553,85.4742433326021,1.5729390901084901e-15,8.02837366694712e-15,14.80328809450446
ENSG00000182118,-2.13250946390643,4.49858383185775,85.4307716680116,1.5928379111599999e-15,8.1277243849142e-15,-14.797828416207887
ENSG00000130224,-1.00084719867189,2.01525674379734,85.4012537655004,1.6064953807746202e-15,8.195182126211281e-15,-14.794120518856301
ENSG00000152767,0.880652611292614,6.88864569792501,85.3450129941585,1.6328479072648602e-15,8.32734655373481e-15,14.787054266036014
ENSG00000070831,0.416209694200038,8.08534513141897,85.3111787656529,1.6489130236700101e-15,8.406988659729261e-15,14.782802251775967
ENSG00000270021,-0.857571185359234,0.570128628670636,85.3080218702139,1.6504201573021802e-15,8.41238370167871e-15,-14.782405480774333
ENSG00000013619,-1.06869454192807,3.1376512689236,85.2748751937401,1.6663296127996702e-15,8.491166155841021e-15,-14.778239087646433
ENSG00000267795,2.27618246830354,4.62968775095742,85.250128458321,1.6783090344645802e-15,8.54988482293715e-15,14.775128067580379
ENSG00000259153,1.68864890621848,0.734516731117503,85.2474133550259,1.6796286889177902e-15,8.554281800557961e-15,14.774786715998685
ENSG00000183684,0.809550498946745,5.21519311908151,85.1996997709578,1.7029926294533502e-15,8.67091654838789e-15,14.76878723165846
ENSG00000136816,0.452584347126982,4.92751892986624,85.1873695332246,1.7090839913928201e-15,8.699567168358411e-15,14.767236593743803
ENSG00000162595,-1.72797484765742,2.11516120154605,85.1805499071602,1.7124625301377002e-15,8.71439718283273e-15,-14.76637892239464
ENSG00000183087,-0.993236804984892,6.94846463051567,85.1760790552602,1.7146811412344702e-15,8.72331809484397e-15,-14.765816628669132
ENSG00000163145,-2.20081249611531,3.08914885670212,85.1294875963746,1.7379764745976501e-15,8.83943138016724e-15,-14.759956106495853
ENSG00000159792,-0.577394335007325,5.29746896224091,85.1099699077412,1.74783064680453e-15,8.887137809817241e-15,-14.75750064991751
ENSG00000105737,-1.45567539365309,1.40040645466448,85.0931147255474,1.7563863121861201e-15,8.9282176699488e-15,-14.755379956084388
ENSG00000156504,0.555989092688986,5.24588181717995,85.0815534910444,1.76227941190227e-15,8.955744328942981e-15,14.75392523245805
ENSG00000167646,2.1704940760293,1.10577491658498,85.0412995983782,1.7829554759832e-15,9.058361375677121e-15,14.748859501903862
ENSG00000278376,-0.914730822447567,0.798035277505781,85.0209490062027,1.7935021743615402e-15,9.10947417755818e-15,-14.746298092468557
ENSG00000224520,1.62543078098656,-0.023108300803702,85.0185872899188,1.7947302392449002e-15,9.11324132594357e-15,14.746000819738361
ENSG00000117385,0.751110797260955,5.22513285692723,84.96535329391,1.82263951483304e-15,9.252450986027281e-15,14.739299218454098
ENSG00000147174,-0.690010228619468,0.269741832081329,84.8544402652683,1.8822160487432e-15,9.552297428304781e-15,-14.72533052788445
ENSG00000239332,-1.0235155853839,-0.0951542114206921,84.7962391220616,1.91426772959407e-15,9.712329934850831e-15,-14.717997321860137
ENSG00000106153,0.611328447681366,7.30356282767674,84.7887710310873,1.91842046720193e-15,9.73076456252368e-15,14.717056200829129
ENSG00000163660,-0.719537491490295,6.50900817613955,84.7797791537283,1.9234326960283402e-15,9.753547611768091e-15,-14.715923005746506
ENSG00000101928,0.493888315476452,3.72672483754806,84.7545894651813,1.9375449512216204e-15,9.82245123134186e-15,14.712748213032725
ENSG00000149600,0.539114993729932,5.84128301632947,84.7212671475496,1.9563754870361503e-15,9.915230592533511e-15,14.708547787433064
ENSG00000116663,0.845046256541066,3.71157452666113,84.6786577438582,1.98072584459004e-15,1.0035927568978801e-14,14.703175631690772
ENSG00000144445,-0.627443913042581,4.11390360522523,84.6627482071518,1.9898966978705402e-15,1.0079668674777e-14,-14.701169468670335
ENSG00000159363,0.789987292476532,5.89344138444678,84.6563664394285,1.9935875217637803e-15,1.00956349716994e-14,14.700364693342602
ENSG00000114779,-0.767416654752772,6.49419890906309,84.655189890886,1.9942687257206203e-15,1.00963558805262e-14,-14.70021632133317
ENSG00000156398,1.06843383203959,4.7271308593207,84.6419462048146,2.0019529829546702e-15,1.01325210809351e-14,14.698546126398718
ENSG00000151702,-1.01912704523142,4.98711605389992,84.6397521664176,2.0032289155371403e-15,1.01362409371913e-14,-14.698269419616036
ENSG00000111639,0.62717808669938,6.08598423956469,84.6329874631526,2.00716810883772e-15,1.01534311164396e-14,14.69741625198531
ENSG00000161055,-3.41384710043875,4.56667198662415,84.6258621144527,2.01132583767649e-15,1.01717171985275e-14,-14.69651756737347
ENSG00000172840,-0.798612382365062,4.62046766751736,84.6045051521832,2.0238404764782e-15,1.0232244740359401e-14,-14.693823722521758
ENSG00000152102,-0.534160403996616,7.1993561859785,84.5935584627008,2.0302856510023e-15,1.02620615707662e-14,-14.6924428547338
ENSG00000125633,-0.47057047917809,5.45966525549284,84.5885787393725,2.0332245139324e-15,1.02741444761466e-14,-14.691814662789229
ENSG00000161013,0.590137473233202,6.20732297548878,84.5854282082057,2.0350860857954803e-15,1.0280778643718e-14,14.691417215040632
ENSG00000228288,1.0895583548599,1.85925785493323,84.5734661796778,2.04216996709198e-15,1.03137840090033e-14,14.689908114992363
ENSG00000151650,-1.09907958735353,0.20883171464903,84.5544619684573,2.0534758566956403e-15,1.03680886895463e-14,-14.687510398905044
ENSG00000179041,0.803776507926022,4.4401673620807,84.5276011836552,2.06956448778576e-15,1.0446505874903501e-14,14.684121036403518
ENSG00000197696,-1.83803669589151,3.55937875893757,84.5059889203478,2.0826025485022603e-15,1.0504287343132e-14,-14.681393604493973
ENSG00000231407,1.29059250721153,-0.503857309338487,84.5058462794575,2.0826888768015703e-15,1.0504287343132e-14,14.681375602438319
